topic,stance,argument,matched_kp(group),confidence_score(group),matched_kp(1by1),confidence_score(1by1)
We should subsidize space exploration,1,space exploration is needed to see how space can affect us here,Exploring space is crucial for gaining knowledge of the universe.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration is one of the victories that we have as a nation and we must ensure that it flourishes more and more every day,Exploring space is crucial for gaining knowledge of the universe.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration is the future of our lives and should be continued.,Investing in space technology is essential for both exploration and technological development.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration is the next frontier.,Investing in space technology is essential for both exploration and technological development.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration is useful for all the innovations it brings,Exploring space is crucial for gaining knowledge of the universe.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration is valuable and we should pay for it,Investing in space technology is essential for both exploration and technological development.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.9
We should subsidize space exploration,1,space exploration is vital to continued scientific discovery.,Exploring space is crucial for gaining knowledge of the universe.,0.9,Space exploration's value warrants public funding through subsidies.,0.9
We should subsidize space exploration,1,space exploration is vital to see if there are other planets that are habitable,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is essential for advancing research on other planets.,0.8
We should subsidize space exploration,1,"space exploration is vital to the future of humanity, when we destroy this planet, we will need to have an alternative",Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration may be the only future for mankind,Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.9
We should subsidize space exploration,1,"space exploration must be supported because helping us, humans to keep our planet earth safe and secure.",Climate change and overpopulation necessitate space exploration as a contingency plan for preserving life.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration needs our support to help us understand the universe and our place in it.,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration provides important scientific discoveries,Exploring space is crucial for gaining knowledge of the universe.,0.9,"Space exploration provides important scientific discoveries, which aligns with the argument that space exploration holds immense potential for scientific progress and discovery.",0.9
We should subsidize space exploration,1,space exploration provides the basis for scientific development in many ways and should be subsidized,Investing in space technology is essential for both exploration and technological development.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration should be subsidized as it allows us to try and find an alternative place to live if we destroy our own planet.,Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration should be subsidized as it brings innovation and scientific development,Investing in space technology is essential for both exploration and technological development.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration should be subsidized as it will benefit us in the future with technology advancements.,Investing in space technology is essential for both exploration and technological development.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,Space exploration should be subsidized because the information learned from it could provide useful to our planet.,Exploring space is crucial for gaining knowledge of the universe.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration should be subsidized by the government because the cost to develop new technologies is too great for the private sector.,Investing in space technology is essential for both exploration and technological development.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration should continue to be subsidized to ensure that our own earth is protected by learning the effects of the ever-changing atmospheric changes taking place.,Climate change and overpopulation necessitate space exploration as a contingency plan for preserving life.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space exploration technology can lead to benefits here on earth. the ballpoint pen was invented by a space program and now people everywhere use them!,Investing in space technology is essential for both exploration and technological development.,0.8,The ballpoint pen was invented by a space program and now people everywhere use them!,1.0
We should subsidize space exploration,1,"space exploration will pave the way to find us a new place to inhabit, in case we need to leave earth for whatever reason in the future.",Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,space explorations can help education us about the universe around us and lead to extraordinary discoveries,Exploring space is crucial for gaining knowledge of the universe.,0.9,Space explorations can help educate us about the universe around us and lead to extraordinary discoveries.,1.0
We should subsidize space exploration,1,"space is the last unexplored frontier, and has many possibilities for scientific advancement",Exploring space is crucial for gaining knowledge of the universe.,0.9,"Space, as the final uncharted territory, holds immense potential for scientific progress and discovery.",0.9
We should subsidize space exploration,1,space mining could help us find valuable minerals that are useful,"Space mining could help us find valuable resources, contributing to technological and economic development.",0.7,"Space mining could help us find valuable minerals that are useful for humanity, which aligns with the idea of discovering beneficial resources through space exploration.",0.8
We should subsidize space exploration,1,space will one day be an important resource so we need to further explore it.,Investing in space technology is essential for both exploration and technological development.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,subsidising space exploration would enable more discoveries to be made.,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,subsidized space exploration is essential as it helps with wider scientific development,Exploring space is crucial for gaining knowledge of the universe.,0.8,Subsidizing space exploration is essential for advancing research on other planets.,0.8
We should subsidize space exploration,1,subsidizing space exploration is a positive move to help advance our space program.,Investing in space technology is essential for both exploration and technological development.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,"Subsidizing space exploration will help us to learn more about the areas outside of earth's atmosphere and, perhaps, teach us things that will improve our quality of life here on earth.",Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,Technologies developed for space exploration have lead to the development of other very valuable technologies.,Investing in space technology is essential for both exploration and technological development.,1.0,Technologies developed for space exploration have lead to the development of other very valuable technologies.,1.0
We should subsidize space exploration,1,the country needs to be prepared against other countries that use space exploration to advance both offensive and defensive strategies,the country needs to be prepared against other countries that use space exploration to advance both offensive and defensive strategies,1.0,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.7
We should subsidize space exploration,1,The exploration of space can only improve on the knowledge of things here on earth as we learn more and more about the makeup of the universe.,Exploring space is crucial for gaining knowledge of the universe.,1.0,The exploration of space can only improve on the knowledge of things here on earth as we learn more and more about the makeup of the universe.,1.0
We should subsidize space exploration,1,the government funded the whole space program in the 60's and we made it to the moon.,the government funded the whole space program in the 60's and we made it to the moon.,1.0,"Historical success, such as the 1960s moon landing, demonstrates the efficacy of government-funded space exploration.",1.0
We should subsidize space exploration,1,The technology developed for space exploration has also had uses in regular life - subsidizing space exploration would also have positive trickle down effects.,Investing in space technology is essential for both exploration and technological development.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,the technology we get from space exploration alone is worth the cost of it,Investing in space technology is essential for both exploration and technological development.,0.8,Space exploration's value warrants public funding through subsidies.,0.8
We should subsidize space exploration,1,"the universe outside of our planet holds the most fascinating mysteries, of course we should explore it and learn, it is ignorant and arrogant to think this planet is all that matters",Exploring space is crucial for gaining knowledge of the universe.,0.9,"the universe outside of our planet holds the most fascinating mysteries, of course we should explore it and learn, it is ignorant and arrogant to think this planet is all that matters",1.0
We should subsidize space exploration,1,"there are so many things in this world left to discover, so we should definitely support space research.",Exploring space is crucial for gaining knowledge of the universe.,0.9,"there are so many things in this world left to discover, so we should definitely support space research.",1.0
We should subsidize space exploration,1,there is a lot to be learned from space exploration which has already produced many lifesaving inventions,Exploring space is crucial for gaining knowledge of the universe.,0.9,there is a lot to be learned from space exploration which has already produced many lifesaving inventions,1.0
We should subsidize space exploration,1,this would enable even further exploration into unknown universes and discoveries we could not have previously imagined if there were more money via subsidies to space exploration projects.,Investing in space technology is essential for both exploration and technological development.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we and learn as much as we can. need to continue to explore outer space,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,"we have so much to learn from space exploration, secrets of the universe that could change the way we understand our existence, it is a worthy exploit",Exploring space is crucial for gaining knowledge of the universe.,1.0,"we have so much to learn from space exploration, secrets of the universe that could change the way we understand our existence, it is a worthy exploit",1.0
We should subsidize space exploration,1,we learn more about science and our environment/ universe with space exploration. this also creates more jobs.,Exploring space is crucial for gaining knowledge of the universe.,0.9,we learn more about science and our environment/ universe with space exploration. this also creates more jobs.,1.0
We should subsidize space exploration,1,"we must continue to support space exploration economically, we must always have vision to the future and see better things",Investing in space technology is essential for both exploration and technological development.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we need to explore space so we can find minerals that are getting depleted on our planet,Exploring space is crucial for gaining knowledge of the universe.,0.8,"""Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.""",0.9
We should subsidize space exploration,1,"we need to find a new planet with resources before we use ours up, putting more into space exploration would help accomplish this.",Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.9,"""Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.""",0.8
We should subsidize space exploration,1,we need to find minerals that are becoming scarce on our planet,Climate change and overpopulation necessitate space exploration as a contingency plan for preserving life.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we need to subsidize space exploration because there are so many mysteries of the universe that need to be explored for the betterment of mankind.,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we need to subsidize space exploration in order to find an inhabitable planet we can live on when we finally destroy the one we live on now. supply housing for,Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we need to subsidize space exploration so we can find somewhere for the human race to go when we finally get done destroying our planet.,Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.9,"""Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.""",0.8
We should subsidize space exploration,1,we should because we can still learn so much about space.,Exploring space is crucial for gaining knowledge of the universe.,0.9,"Space, as the final uncharted territory, holds immense potential for scientific progress and discovery.",0.8
We should subsidize space exploration,1,we should continue to subsidize space exploration because we need to know if there is viable places besides earth that may be a resource to us in the future.,Exploring space is crucial for gaining knowledge of the universe.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,"we should subsidiize space exploration as by understanding other planets and their ecosystems, we may be able to understand our own planet more.",Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is essential for advancing research on other planets.,0.8
We should subsidize space exploration,1,we should subsidize it because we one day may need to find a place for new resources,Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,"we should subsidize more space exploration because it is our future. we can use this exploration to learn about our solar system, galaxy, and increase our innovation.",Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,We should subsidize space exploration as it is important for the world to know what else is out there.,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration as it is important to learn more about the universe and investigate the possibility of other life forms.,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,We should subsidize space exploration as there is a need to continue to develop the technology to enable mankind to survive on Earth and elsewhere.,Climate change and overpopulation necessitate space exploration as a contingency plan for preserving life.,0.9,"""Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.""",0.8
We should subsidize space exploration,1,we should subsidize space exploration as we have learnt a lot and can advance through technology,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration because earth is quickly becoming uninhabitable and drained of resources. our survival depends on finding somewhere else to go.,Climate change and overpopulation necessitate space exploration as a contingency plan for preserving life.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.9
We should subsidize space exploration,1,we should subsidize space exploration because is important discover other resources,Exploring space is crucial for gaining knowledge of the universe.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration because it can help provide us with education of the universe around us,Exploring space is crucial for gaining knowledge of the universe.,1.0,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration because it increases the knowledge of the universe we are in,Exploring space is crucial for gaining knowledge of the universe.,1.0,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration because it is beneficial for educational purposes,Exploring space is crucial for gaining knowledge of the universe.,0.8,Subsidizing space exploration is essential for advancing research on other planets.,0.8
We should subsidize space exploration,1,we should subsidize space exploration because it is the future of our species at stake. the earth is slowly dying due to global warming and it is necessary to find our next livable planet to move to,Climate change and overpopulation necessitate space exploration as a contingency plan for preserving life.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration because maybe there are things in space that could help the world on earth,Exploring space is crucial for gaining knowledge of the universe.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration because they could find things that are needed to make the world a better place,Investing in space technology is essential for both exploration and technological development.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration because we need to know if there are other things in the universe that may some day harm the earth.,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,"we should subsidize space exploration because we're running out of resources on earth. space is filled with infinite resources. if we're not first, other countries will benefit while we're left behind.",Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.8,"""Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.""",0.9
We should subsidize space exploration,1,we should subsidize space exploration for reserach in other planets,Investing in space technology is essential for both exploration and technological development.,0.9,Subsidizing space exploration is essential for advancing research on other planets.,1.0
We should subsidize space exploration,1,we should subsidize space exploration since we need to explore space and we need the money.,Investing in space technology is essential for both exploration and technological development.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration so we can continue to learn about our universe and any threats or benefits it offers.,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,we should subsidize space exploration to find what information is available in our solar system.,Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is essential for advancing research on other planets.,0.8
We should subsidize space exploration,1,we should susidize space exploration because it could help find useful things needed on earth for the world,Overpopulation necessitates government funding for space exploration to locate a new home for humanity.,0.8,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,1,"when we subsidize space exploration we contribute to the advancement of mankind through science, which is a good thing.",Exploring space is crucial for gaining knowledge of the universe.,0.9,Subsidizing space exploration is crucial for ensuring the survival and prosperity of future generations when Earth's resources may be depleted or uninhabitable.,0.8
We should subsidize space exploration,0,"exploration of space has not produced any tangible benefits yet, so funding should be discontinued","Exploring space yields no significant benefits for society, hence should not be subsidized.",1.0,"Opposing view: Space exploration is considered a futile endeavor with no further potential, hence should not receive subsidies.",0.9
We should subsidize space exploration,0,exploring the earth is more important than what's outside of it and should receive the subsidy instead.,Focusing on solving terrestrial problems and improving Earth's sustainability should take precedence over space exploration.,0.9,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.8
We should subsidize space exploration,0,humans shouldn't colonize space until we learn to care for earth,Focusing on solving terrestrial problems and improving Earth's sustainability should take precedence over space exploration.,0.9,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.8
We should subsidize space exploration,0,"in times of austerity, no government can afford the costly exercise of subsidising space exploration.","Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,it costs too much money to send space ships to other planets,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,It is morally wrong to fund space exploration when we have people here on earth that we need to help first.,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,It is morally wrong to fund space exploration when we have people here on earth that we need to help first.,1.0
We should subsidize space exploration,0,it is very expensive and the government should be spending the money on more important things.,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,1.0
We should subsidize space exploration,0,"it is wasted money. no one knows what is out there, and the money could go to proven issues on earth.","Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,"it's luxury spending, maybe better to invest the money in healthcare or education.","Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,"it's luxury spending, maybe better to invest the money in healthcare or education.,",1.0
We should subsidize space exploration,0,money can be spent on more lucrative things such as feeding the hungry and providing homes. subsidizing space exploration can take away from that.,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,"more money needs to be spent on improving the world we live on, reducing poverty, pollution, crime and disease rather than going off to places that are no use to humans at all.","Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,no one owns space and it's bigger than imaginable. there's no reason to race to and dump money into space exploration right now. more important causes like our starving or impoverished citizens come first.,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,private corporations can fund this without using tax payers money who would rather it went to projects that actually benefit them in their daily lives,Private companies can finance space exploration without burdening taxpayers.,1.0,private corporations can fund this without using tax payers money who would rather it went to projects that actually benefit them in their daily lives,1.0
We should subsidize space exploration,0,space exploration costs too much money that could be spent on better thing such as helping the poor in society.,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,1.0
We should subsidize space exploration,0,space exploration does not benefit humanity and therefore we should not subsidize it,"Exploring space yields no significant benefits for society, hence should not be subsidized.",1.0,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,"space exploration has produced nothing useful, the funding would be better used elsewhere","Exploring space yields no significant benefits for society, hence should not be subsidized.",1.0,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,space exploration is a costly waste of money; that money could be much better spent elsewhere.,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,"space exploration is a drain on public funds, money could instead be spent on health care or education.","Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,"Space exploration is a field which the private sector is fully capable to fulfill, as Elon Musk shows us.",Private companies can finance space exploration without burdening taxpayers.,0.8,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.7
We should subsidize space exploration,0,Space exploration is a useless project that only matters for a small number of scientist. there are more important projects to be subsidized for the progress of humanity than this,"Exploring space yields no significant benefits for society, hence should not be subsidized.",0.9,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,space exploration is a vastly costly exercise that would drain much needed finances for other more worthwhile projects if it were subsidised.,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,1.0
We should subsidize space exploration,0,space exploration is a very expensive undertaking that produces little benefit to society,"Exploring space yields no significant benefits for society, hence should not be subsidized.",1.0,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,space exploration is a waste and we need to tend to our own planet's needs first.,Focusing on solving terrestrial problems and improving Earth's sustainability should take precedence over space exploration.,1.0,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,space exploration is a waste of money and it would be better spent elsewhere,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",1.0,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,space exploration is a waste of money that could be used to feed people,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",1.0,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,space exploration is a waste of money when there are bigger problems on this planet that should be taken are of firt,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",1.0,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.9
We should subsidize space exploration,0,space exploration is a waste of taxpayers money and should be funded by private enterprises.,"Exploring space yields no significant benefits for society, hence should not be subsidized.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,space exploration is a waste of time and money and we should focus on sustaining earth,Focusing on solving terrestrial problems and improving Earth's sustainability should take precedence over space exploration.,1.0,"Investing in space exploration is perceived as a misallocation of resources, which could instead be directed toward addressing earthly challenges and improving human welfare.",0.95
We should subsidize space exploration,0,"space exploration is a waste of time as we have done all we can, it should not be subsidized","Exploring space yields no significant benefits for society, hence should not be subsidized.",0.9,"Opposing view: Space exploration is considered a futile endeavor with no further potential, hence should not receive subsidies.",1.0
We should subsidize space exploration,0,space exploration is already being funded and if a private business is interested in it they've got to pay for it,Space exploration is already being funded and if a private business is interested in it they've got to pay for it,1.0,space exploration is already being funded and if a private business is interested in it they've got to pay for it,0.8
We should subsidize space exploration,0,"space exploration is an expenditure so esoteric, it does not justify its hefty cost to the public.","Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,1.0
We should subsidize space exploration,0,space exploration is an expensive vanity project and subsidization could be abused by military and private interests.,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,"space exploration is an extravagance in this era of poverty and injustice, we should concentrate government money on those areas instead.","Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,"space exploration is an extravagance in this era of poverty and injustice, we should concentrate government money on those areas instead.",1.0
We should subsidize space exploration,0,Space exploration is expensive and money should not be wasted on something that will probably never improve life on earth.,"Exploring space yields no significant benefits for society, hence should not be subsidized.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,"space exploration is expensive, dangerous, and there really doesn't seem to be a point to it.","Exploring space yields no significant benefits for society, hence should not be subsidized.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,"space exploration is horrifically expensive, and the money would be far better spent on more earth bound needs, such as medical research.","Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,space exploration is incredibly costly and the burden should not be placed on taxpayers.,"Subsidizing space exploration diverts resources from critical issues like poverty, healthcare, and education.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
We should subsidize space exploration,0,space exploration is literally burning money and the benefits are not clear other than promoting a countries power,"Exploring space yields no significant benefits for society, hence should not be subsidized.",0.9,Opposing view: Space exploration subsidies are unjustifiable due to their high cost.,0.9
